Speech,Speaker,Passage
urn:cite:hmt:speech.418.v1,urn:cite:hmt:pers.pers116,urn:cts:greekLit:tlg0012.tlg001.msA:16.440-16.457
urn:cite:hmt:speech.419.v1,urn:cite:hmt:pers.pers195,urn:cts:greekLit:tlg0012.tlg001.msA:16.492-16.501
urn:cite:hmt:speech.420.v1,urn:cite:hmt:pers.pers463,urn:cts:greekLit:tlg0012.tlg001.msA:16.514-16.526
urn:cite:hmt:speech.421.v1,urn:cite:hmt:pers.pers463,urn:cts:greekLit:tlg0012.tlg001.msA:16.538-16.547
urn:cite:hmt:speech.422.v1,urn:cite:hmt:pers.pers158,urn:cts:greekLit:tlg0012.tlg001.msA:16.556-16.561
urn:cite:hmt:speech.423.v1,urn:cite:hmt:pers.pers142,urn:cts:greekLit:tlg0012.tlg001.msA:16.617-16.618
urn:cite:hmt:speech.424.v1,urn:cite:hmt:pers.pers475,urn:cts:greekLit:tlg0012.tlg001.msA:16.620-16.625
urn:cite:hmt:speech.425.v1,urn:cite:hmt:pers.pers158,urn:cts:greekLit:tlg0012.tlg001.msA:16.627-16.631
urn:cite:hmt:speech.426.v1,urn:cite:hmt:pers.pers8,urn:cts:greekLit:tlg0012.tlg001.msA:16.667-16.675
urn:cite:hmt:speech.427.v1,urn:cite:hmt:pers.pers40,urn:cts:greekLit:tlg0012.tlg001.msA:16.707-16.709
urn:cite:hmt:speech.428.v1,urn:cite:hmt:pers.pers40,urn:cts:greekLit:tlg0012.tlg001.msA:16.721-16.725
urn:cite:hmt:speech.429.v1,urn:cite:hmt:pers.pers158,urn:cts:greekLit:tlg0012.tlg001.msA:16.745-16.750
urn:cite:hmt:speech.430.v1,urn:cite:hmt:pers.pers172,urn:cts:greekLit:tlg0012.tlg001.msA:16.830-16.854
urn:cite:hmt:speech.431.v1,urn:cite:hmt:pers.pers172,urn:cts:greekLit:tlg0012.tlg001.msA:17.859-17.861
urn:cite:hmt:speech.432.v1,urn:cite:hmt:pers.pers464,urn:cts:greekLit:tlg0012.tlg001.msA:17.12-17.17
urn:cite:hmt:speech.433.v1,urn:cite:hmt:pers.pers119,urn:cts:greekLit:tlg0012.tlg001.msA:17.19-17.32
urn:cite:hmt:speech.434.v1,urn:cite:hmt:pers.pers464,urn:cts:greekLit:tlg0012.tlg001.msA:17.34-17.42
urn:cite:hmt:speech.435.v1,urn:cite:hmt:pers.pers658,urn:cts:greekLit:tlg0012.tlg001.msA:17.75-17.81
urn:cite:hmt:speech.436.v1,urn:cite:hmt:pers.pers172,urn:cts:greekLit:tlg0012.tlg001.msA:17.91-17.105
urn:cite:hmt:speech.437.v1,urn:cite:hmt:pers.pers119,urn:cts:greekLit:tlg0012.tlg001.msA:17.120-17.122
urn:cite:hmt:speech.438.v1,urn:cite:hmt:pers.pers463,urn:cts:greekLit:tlg0012.tlg001.msA:17.142-17.168
urn:cite:hmt:speech.439.v1,urn:cite:hmt:pers.pers172,urn:cts:greekLit:tlg0012.tlg001.msA:17.170-17.182
urn:cite:hmt:speech.440.v1,urn:cite:hmt:pers.pers172,urn:cts:greekLit:tlg0012.tlg001.msA:17.184-17.187
urn:cite:hmt:speech.441.v1,urn:cite:hmt:pers.pers8,urn:cts:greekLit:tlg0012.tlg001.msA:17.201-17.208
urn:cite:hmt:speech.442.v1,urn:cite:hmt:pers.pers172,urn:cts:greekLit:tlg0012.tlg001.msA:17.220-17.232
urn:cite:hmt:speech.443.v1,urn:cite:hmt:pers.pers127,urn:cts:greekLit:tlg0012.tlg001.msA:17.238-17.245
urn:cite:hmt:speech.444.v1,urn:cite:hmt:pers.pers119,urn:cts:greekLit:tlg0012.tlg001.msA:17.248-17.255
urn:cite:hmt:speech.445.v1,urn:cite:hmt:pers.pers40,urn:cts:greekLit:tlg0012.tlg001.msA:17.323-17.332
urn:cite:hmt:speech.446.v1,urn:cite:hmt:pers.pers142,urn:cts:greekLit:tlg0012.tlg001.msA:17.335-17.341
urn:cite:hmt:speech.447.v1,urn:cite:hmt:pers.pers660,urn:cts:greekLit:tlg0012.tlg001.msA:17.415-17.419
urn:cite:hmt:speech.448,#Trojan soldier.v1,urn:cts:greekLit:tlg0012.tlg001.msA:17.421-17.422
urn:cite:hmt:speech.449.v1,urn:cite:hmt:pers.pers8,urn:cts:greekLit:tlg0012.tlg001.msA:17.443-17.455
urn:cite:hmt:speech.450.v1,urn:cite:hmt:pers.pers218,urn:cts:greekLit:tlg0012.tlg001.msA:17.469-17.473
urn:cite:hmt:speech.451.v1,urn:cite:hmt:pers.pers217,urn:cts:greekLit:tlg0012.tlg001.msA:17.475-17.480
urn:cite:hmt:speech.452.v1,urn:cite:hmt:pers.pers172,urn:cts:greekLit:tlg0012.tlg001.msA:17.485-17.490
urn:cite:hmt:speech.453.v1,urn:cite:hmt:pers.pers217,urn:cts:greekLit:tlg0012.tlg001.msA:17.501-17.506
urn:cite:hmt:speech.454.v1,urn:cite:hmt:pers.pers217,urn:cts:greekLit:tlg0012.tlg001.msA:17.508-17.515
urn:cite:hmt:speech.455.v1,urn:cite:hmt:pers.pers217,urn:cts:greekLit:tlg0012.tlg001.msA:17.538-17.539
urn:cite:hmt:speech.456.v1,urn:cite:hmt:pers.pers563,urn:cts:greekLit:tlg0012.tlg001.msA:17.556-17.559
urn:cite:hmt:speech.457.v1,urn:cite:hmt:pers.pers119,urn:cts:greekLit:tlg0012.tlg001.msA:17.561-17.566
urn:cite:hmt:speech.458.v1,urn:cite:hmt:pers.pers656,urn:cts:greekLit:tlg0012.tlg001.msA:17.586-17.590
urn:cite:hmt:speech.459.v1,urn:cite:hmt:pers.pers475,urn:cts:greekLit:tlg0012.tlg001.msA:17.622-17.623
urn:cite:hmt:speech.460.v1,urn:cite:hmt:pers.pers127,urn:cts:greekLit:tlg0012.tlg001.msA:17.629-17.647
urn:cite:hmt:speech.461.v1,urn:cite:hmt:pers.pers127,urn:cts:greekLit:tlg0012.tlg001.msA:17.652-17.655
urn:cite:hmt:speech.462.v1,urn:cite:hmt:pers.pers119,urn:cts:greekLit:tlg0012.tlg001.msA:17.669-17.672
urn:cite:hmt:speech.463.v1,urn:cite:hmt:pers.pers119,urn:cts:greekLit:tlg0012.tlg001.msA:17.685-17.693
urn:cite:hmt:speech.464.v1,urn:cite:hmt:pers.pers119,urn:cts:greekLit:tlg0012.tlg001.msA:17.708-17.714
urn:cite:hmt:speech.465.v1,urn:cite:hmt:pers.pers127,urn:cts:greekLit:tlg0012.tlg001.msA:18.716-18.721
urn:cite:hmt:speech.466.v1,urn:cite:hmt:pers.pers1,urn:cts:greekLit:tlg0012.tlg001.msA:18.6-18.14
urn:cite:hmt:speech.467.v1,urn:cite:hmt:pers.pers524,urn:cts:greekLit:tlg0012.tlg001.msA:18.18-18.21
urn:cite:hmt:speech.468.v1,urn:cite:hmt:pers.pers19,urn:cts:greekLit:tlg0012.tlg001.msA:18.52-18.64
urn:cite:hmt:speech.469.v1,urn:cite:hmt:pers.pers19,urn:cts:greekLit:tlg0012.tlg001.msA:18.73-18.77
urn:cite:hmt:speech.470.v1,urn:cite:hmt:pers.pers1,urn:cts:greekLit:tlg0012.tlg001.msA:18.79-18.93
urn:cite:hmt:speech.471.v1,urn:cite:hmt:pers.pers19,urn:cts:greekLit:tlg0012.tlg001.msA:18.95-18.96
urn:cite:hmt:speech.472.v1,urn:cite:hmt:pers.pers1,urn:cts:greekLit:tlg0012.tlg001.msA:18.98-18.137
urn:cite:hmt:speech.473.v1,urn:cite:hmt:pers.pers19,urn:cts:greekLit:tlg0012.tlg001.msA:18.140-18.144
urn:cite:hmt:speech.474.v1,urn:cite:hmt:pers.pers282,urn:cts:greekLit:tlg0012.tlg001.msA:18.170-18.180
urn:cite:hmt:speech.475.v1,urn:cite:hmt:pers.pers1,urn:cts:greekLit:tlg0012.tlg001.msA:18.182-18.180
urn:cite:hmt:speech.476.v1,urn:cite:hmt:pers.pers282,urn:cts:greekLit:tlg0012.tlg001.msA:18.184-18.186
urn:cite:hmt:speech.477.v1,urn:cite:hmt:pers.pers1,urn:cts:greekLit:tlg0012.tlg001.msA:18.188-18.195
urn:cite:hmt:speech.478.v1,urn:cite:hmt:pers.pers282,urn:cts:greekLit:tlg0012.tlg001.msA:18.197-18.201
urn:cite:hmt:speech.479.v1,urn:cite:hmt:pers.pers564,urn:cts:greekLit:tlg0012.tlg001.msA:18.254-18.283
urn:cite:hmt:speech.480.v1,urn:cite:hmt:pers.pers172,urn:cts:greekLit:tlg0012.tlg001.msA:18.285-18.309
urn:cite:hmt:speech.481.v1,urn:cite:hmt:pers.pers1,urn:cts:greekLit:tlg0012.tlg001.msA:18.324-18.342
urn:cite:hmt:speech.482.v1,urn:cite:hmt:pers.pers8,urn:cts:greekLit:tlg0012.tlg001.msA:18.357-18.359
urn:cite:hmt:speech.483.v1,urn:cite:hmt:pers.pers116,urn:cts:greekLit:tlg0012.tlg001.msA:18.361-18.367
urn:cite:hmt:speech.484.v1,urn:cite:hmt:pers.pers550,urn:cts:greekLit:tlg0012.tlg001.msA:18.385-18.387
urn:cite:hmt:speech.485.v1,urn:cite:hmt:pers.pers550,urn:cts:greekLit:tlg0012.tlg001.msA:18.392-18.387
urn:cite:hmt:speech.486.v1,urn:cite:hmt:pers.pers192,urn:cts:greekLit:tlg0012.tlg001.msA:18.394-18.409
urn:cite:hmt:speech.487.v1,urn:cite:hmt:pers.pers192,urn:cts:greekLit:tlg0012.tlg001.msA:18.424-18.427
urn:cite:hmt:speech.488.v1,urn:cite:hmt:pers.pers19,urn:cts:greekLit:tlg0012.tlg001.msA:18.429-18.461
urn:cite:hmt:speech.489.v1,urn:cite:hmt:pers.pers192,urn:cts:greekLit:tlg0012.tlg001.msA:19.463-19.467
urn:cite:hmt:speech.490.v1,urn:cite:hmt:pers.pers19,urn:cts:greekLit:tlg0012.tlg001.msA:19.8-19.11
urn:cite:hmt:speech.491.v1,urn:cite:hmt:pers.pers1,urn:cts:greekLit:tlg0012.tlg001.msA:19.21-19.27
urn:cite:hmt:speech.492.v1,urn:cite:hmt:pers.pers19,urn:cts:greekLit:tlg0012.tlg001.msA:19.29-19.36
urn:cite:hmt:speech.493.v1,urn:cite:hmt:pers.pers1,urn:cts:greekLit:tlg0012.tlg001.msA:19.56-19.73
urn:cite:hmt:speech.494.v1,urn:cite:hmt:pers.pers22,urn:cts:greekLit:tlg0012.tlg001.msA:19.78-19.144
urn:cite:hmt:speech.495.v1,urn:cite:hmt:pers.pers1,urn:cts:greekLit:tlg0012.tlg001.msA:19.146-19.153
urn:cite:hmt:speech.496.v1,urn:cite:hmt:pers.pers118,urn:cts:greekLit:tlg0012.tlg001.msA:19.155-19.183
urn:cite:hmt:speech.497.v1,urn:cite:hmt:pers.pers22,urn:cts:greekLit:tlg0012.tlg001.msA:19.185-19.197
urn:cite:hmt:speech.498.v1,urn:cite:hmt:pers.pers1,urn:cts:greekLit:tlg0012.tlg001.msA:19.199-19.214
urn:cite:hmt:speech.499.v1,urn:cite:hmt:pers.pers118,urn:cts:greekLit:tlg0012.tlg001.msA:19.216-19.237
urn:cite:hmt:speech.500.v1,urn:cite:hmt:pers.pers22,urn:cts:greekLit:tlg0012.tlg001.msA:19.257-19.265
urn:cite:hmt:speech.501.v1,urn:cite:hmt:pers.pers1,urn:cts:greekLit:tlg0012.tlg001.msA:19.270-19.275
urn:cite:hmt:speech.502.v1,urn:cite:hmt:pers.pers113,urn:cts:greekLit:tlg0012.tlg001.msA:19.287-19.300
urn:cite:hmt:speech.503.v1,urn:cite:hmt:pers.pers1,urn:cts:greekLit:tlg0012.tlg001.msA:19.305-19.308
urn:cite:hmt:speech.504.v1,urn:cite:hmt:pers.pers1,urn:cts:greekLit:tlg0012.tlg001.msA:19.315-19.337
urn:cite:hmt:speech.505.v1,urn:cite:hmt:pers.pers8,urn:cts:greekLit:tlg0012.tlg001.msA:19.342-19.348
urn:cite:hmt:speech.506.v1,urn:cite:hmt:pers.pers1,urn:cts:greekLit:tlg0012.tlg001.msA:19.400-19.403
urn:cite:hmt:speech.507.v1,urn:cite:hmt:pers.pers593,urn:cts:greekLit:tlg0012.tlg001.msA:19.408-19.417
urn:cite:hmt:speech.508.v1,urn:cite:hmt:pers.pers1,urn:cts:greekLit:tlg0012.tlg001.msA:20.420-20.423
urn:cite:hmt:speech.509.v1,urn:cite:hmt:pers.pers47,urn:cts:greekLit:tlg0012.tlg001.msA:20.16-20.18
urn:cite:hmt:speech.510.v1,urn:cite:hmt:pers.pers8,urn:cts:greekLit:tlg0012.tlg001.msA:20.20-20.30
urn:cite:hmt:speech.511.v1,urn:cite:hmt:pers.pers40,urn:cts:greekLit:tlg0012.tlg001.msA:20.83-20.85
urn:cite:hmt:speech.512.v1,urn:cite:hmt:pers.pers142,urn:cts:greekLit:tlg0012.tlg001.msA:20.87-20.102
urn:cite:hmt:speech.513.v1,urn:cite:hmt:pers.pers40,urn:cts:greekLit:tlg0012.tlg001.msA:20.104-20.109
urn:cite:hmt:speech.514.v1,urn:cite:hmt:pers.pers116,urn:cts:greekLit:tlg0012.tlg001.msA:20.115-20.131
urn:cite:hmt:speech.515.v1,urn:cite:hmt:pers.pers47,urn:cts:greekLit:tlg0012.tlg001.msA:20.133-20.143
urn:cite:hmt:speech.516.v1,urn:cite:hmt:pers.pers1,urn:cts:greekLit:tlg0012.tlg001.msA:20.178-20.198
urn:cite:hmt:speech.517.v1,urn:cite:hmt:pers.pers142,urn:cts:greekLit:tlg0012.tlg001.msA:20.200-20.258
urn:cite:hmt:speech.518.v1,urn:cite:hmt:pers.pers47,urn:cts:greekLit:tlg0012.tlg001.msA:20.293-20.308
urn:cite:hmt:speech.519.v1,urn:cite:hmt:pers.pers116,urn:cts:greekLit:tlg0012.tlg001.msA:20.310-20.317
urn:cite:hmt:speech.520.v1,urn:cite:hmt:pers.pers47,urn:cts:greekLit:tlg0012.tlg001.msA:20.332-20.339
urn:cite:hmt:speech.521.v1,urn:cite:hmt:pers.pers1,urn:cts:greekLit:tlg0012.tlg001.msA:20.344-20.352
urn:cite:hmt:speech.522.v1,urn:cite:hmt:pers.pers1,urn:cts:greekLit:tlg0012.tlg001.msA:20.354-20.363
urn:cite:hmt:speech.523.v1,urn:cite:hmt:pers.pers172,urn:cts:greekLit:tlg0012.tlg001.msA:20.366-20.372
urn:cite:hmt:speech.524.v1,urn:cite:hmt:pers.pers40,urn:cts:greekLit:tlg0012.tlg001.msA:20.376-20.378
urn:cite:hmt:speech.525.v1,urn:cite:hmt:pers.pers1,urn:cts:greekLit:tlg0012.tlg001.msA:20.389-20.392
urn:cite:hmt:speech.526.v1,urn:cite:hmt:pers.pers1,urn:cts:greekLit:tlg0012.tlg001.msA:20.425-20.427
urn:cite:hmt:speech.527.v1,urn:cite:hmt:pers.pers1,urn:cts:greekLit:tlg0012.tlg001.msA:20.429-20.427
urn:cite:hmt:speech.528.v1,urn:cite:hmt:pers.pers172,urn:cts:greekLit:tlg0012.tlg001.msA:20.431-20.437
urn:cite:hmt:speech.529.v1,urn:cite:hmt:pers.pers1,urn:cts:greekLit:tlg0012.tlg001.msA:21.449-21.454
urn:cite:hmt:speech.530.v1,urn:cite:hmt:pers.pers1,urn:cts:greekLit:tlg0012.tlg001.msA:21.54-21.63
urn:cite:hmt:speech.531.v1,urn:cite:hmt:pers.pers140,urn:cts:greekLit:tlg0012.tlg001.msA:21.74-21.96
urn:cite:hmt:speech.532.v1,urn:cite:hmt:pers.pers1,urn:cts:greekLit:tlg0012.tlg001.msA:21.99-21.113
urn:cite:hmt:speech.533.v1,urn:cite:hmt:pers.pers1,urn:cts:greekLit:tlg0012.tlg001.msA:21.122-21.135
urn:cite:hmt:speech.534.v1,urn:cite:hmt:pers.pers1,urn:cts:greekLit:tlg0012.tlg001.msA:21.150-21.151
urn:cite:hmt:speech.535.v1,urn:cite:hmt:pers.pers454,urn:cts:greekLit:tlg0012.tlg001.msA:21.153-21.160
urn:cite:hmt:speech.536.v1,urn:cite:hmt:pers.pers1,urn:cts:greekLit:tlg0012.tlg001.msA:21.184-21.199
urn:cite:hmt:speech.537.v1,urn:cite:hmt:pers.pers111,urn:cts:greekLit:tlg0012.tlg001.msA:21.214-21.221
urn:cite:hmt:speech.538.v1,urn:cite:hmt:pers.pers1,urn:cts:greekLit:tlg0012.tlg001.msA:21.223-21.226
urn:cite:hmt:speech.539.v1,urn:cite:hmt:pers.pers111,urn:cts:greekLit:tlg0012.tlg001.msA:21.229-21.232
urn:cite:hmt:speech.540.v1,urn:cite:hmt:pers.pers1,urn:cts:greekLit:tlg0012.tlg001.msA:21.273-21.283
urn:cite:hmt:speech.541.v1,urn:cite:hmt:pers.pers47,urn:cts:greekLit:tlg0012.tlg001.msA:21.288-21.297
urn:cite:hmt:speech.542.v1,urn:cite:hmt:pers.pers111,urn:cts:greekLit:tlg0012.tlg001.msA:21.308-21.323
urn:cite:hmt:speech.543.v1,urn:cite:hmt:pers.pers116,urn:cts:greekLit:tlg0012.tlg001.msA:21.331-21.341
urn:cite:hmt:speech.544.v1,urn:cite:hmt:pers.pers111,urn:cts:greekLit:tlg0012.tlg001.msA:21.357-21.360
urn:cite:hmt:speech.545.v1,urn:cite:hmt:pers.pers111,urn:cts:greekLit:tlg0012.tlg001.msA:21.369-21.376
urn:cite:hmt:speech.546.v1,urn:cite:hmt:pers.pers116,urn:cts:greekLit:tlg0012.tlg001.msA:21.379-21.380
urn:cite:hmt:speech.547.v1,urn:cite:hmt:pers.pers83,urn:cts:greekLit:tlg0012.tlg001.msA:21.394-21.380
urn:cite:hmt:speech.546.v1,urn:cite:hmt:pers.pers83,urn:cts:greekLit:tlg0012.tlg001.msA:21.395-21.399
urn:cite:hmt:speech.547.v1,urn:cite:hmt:pers.pers67,urn:cts:greekLit:tlg0012.tlg001.msA:21.410-21.414
urn:cite:hmt:speech.548.v1,urn:cite:hmt:pers.pers116,urn:cts:greekLit:tlg0012.tlg001.msA:21.420-21.422
urn:cite:hmt:speech.549.v1,urn:cite:hmt:pers.pers67,urn:cts:greekLit:tlg0012.tlg001.msA:21.428-21.433
urn:cite:hmt:speech.550.v1,urn:cite:hmt:pers.pers47,urn:cts:greekLit:tlg0012.tlg001.msA:21.436-21.460
urn:cite:hmt:speech.551.v1,urn:cite:hmt:pers.pers40,urn:cts:greekLit:tlg0012.tlg001.msA:21.462-21.467
urn:cite:hmt:speech.552.v1,urn:cite:hmt:pers.pers39,urn:cts:greekLit:tlg0012.tlg001.msA:21.472-21.477
urn:cite:hmt:speech.553.v1,urn:cite:hmt:pers.pers116,urn:cts:greekLit:tlg0012.tlg001.msA:21.481-21.488
urn:cite:hmt:speech.554.v1,urn:cite:hmt:pers.pers104,urn:cts:greekLit:tlg0012.tlg001.msA:21.498-21.501
urn:cite:hmt:speech.555.v1,urn:cite:hmt:pers.pers8,urn:cts:greekLit:tlg0012.tlg001.msA:21.509-21.510
urn:cite:hmt:speech.556.v1,urn:cite:hmt:pers.pers35,urn:cts:greekLit:tlg0012.tlg001.msA:21.512-21.513
urn:cite:hmt:speech.557.v1,urn:cite:hmt:pers.pers145,urn:cts:greekLit:tlg0012.tlg001.msA:21.531-21.536
urn:cite:hmt:speech.558.v1,urn:cite:hmt:pers.pers60,urn:cts:greekLit:tlg0012.tlg001.msA:21.553-21.570
urn:cite:hmt:speech.559.v1,urn:cite:hmt:pers.pers60,urn:cts:greekLit:tlg0012.tlg001.msA:22.583-22.589
urn:cite:hmt:speech.560.v1,urn:cite:hmt:pers.pers40,urn:cts:greekLit:tlg0012.tlg001.msA:22.8-22.13
urn:cite:hmt:speech.561.v1,urn:cite:hmt:pers.pers1,urn:cts:greekLit:tlg0012.tlg001.msA:22.15-22.20
urn:cite:hmt:speech.562.v1,urn:cite:hmt:pers.pers145,urn:cts:greekLit:tlg0012.tlg001.msA:22.38-22.76
urn:cite:hmt:speech.563.v1,urn:cite:hmt:pers.pers557,urn:cts:greekLit:tlg0012.tlg001.msA:22.82-22.89
urn:cite:hmt:speech.564.v1,urn:cite:hmt:pers.pers172,urn:cts:greekLit:tlg0012.tlg001.msA:22.99-22.130
urn:cite:hmt:speech.565.v1,urn:cite:hmt:pers.pers8,urn:cts:greekLit:tlg0012.tlg001.msA:22.168-22.176
urn:cite:hmt:speech.566.v1,urn:cite:hmt:pers.pers67,urn:cts:greekLit:tlg0012.tlg001.msA:22.178-22.181
urn:cite:hmt:speech.567.v1,urn:cite:hmt:pers.pers8,urn:cts:greekLit:tlg0012.tlg001.msA:22.183-22.185
urn:cite:hmt:speech.568.v1,urn:cite:hmt:pers.pers67,urn:cts:greekLit:tlg0012.tlg001.msA:22.216-22.223
urn:cite:hmt:speech.569.v1,urn:cite:hmt:pers.pers67,urn:cts:greekLit:tlg0012.tlg001.msA:22.229-22.231
urn:cite:hmt:speech.570.v1,urn:cite:hmt:pers.pers172,urn:cts:greekLit:tlg0012.tlg001.msA:22.233-22.237
urn:cite:hmt:speech.571.v1,urn:cite:hmt:pers.pers67,urn:cts:greekLit:tlg0012.tlg001.msA:22.239-22.246
urn:cite:hmt:speech.572.v1,urn:cite:hmt:pers.pers172,urn:cts:greekLit:tlg0012.tlg001.msA:22.250-22.259
urn:cite:hmt:speech.573.v1,urn:cite:hmt:pers.pers1,urn:cts:greekLit:tlg0012.tlg001.msA:22.261-22.272
urn:cite:hmt:speech.574.v1,urn:cite:hmt:pers.pers172,urn:cts:greekLit:tlg0012.tlg001.msA:22.279-22.288
urn:cite:hmt:speech.575.v1,urn:cite:hmt:pers.pers172,urn:cts:greekLit:tlg0012.tlg001.msA:22.297-22.305
urn:cite:hmt:speech.576.v1,urn:cite:hmt:pers.pers1,urn:cts:greekLit:tlg0012.tlg001.msA:22.331-22.336
urn:cite:hmt:speech.577.v1,urn:cite:hmt:pers.pers172,urn:cts:greekLit:tlg0012.tlg001.msA:22.338-22.343
urn:cite:hmt:speech.578.v1,urn:cite:hmt:pers.pers1,urn:cts:greekLit:tlg0012.tlg001.msA:22.345-22.354
urn:cite:hmt:speech.579.v1,urn:cite:hmt:pers.pers172,urn:cts:greekLit:tlg0012.tlg001.msA:22.356-22.360
urn:cite:hmt:speech.580.v1,urn:cite:hmt:pers.pers1,urn:cts:greekLit:tlg0012.tlg001.msA:22.365-22.366
urn:cite:hmt:speech.581.v1,urn:cite:hmt:pers.pers660,urn:cts:greekLit:tlg0012.tlg001.msA:22.373-22.374
urn:cite:hmt:speech.582.v1,urn:cite:hmt:pers.pers1,urn:cts:greekLit:tlg0012.tlg001.msA:22.378-22.394
urn:cite:hmt:speech.583.v1,urn:cite:hmt:pers.pers145,urn:cts:greekLit:tlg0012.tlg001.msA:22.416-22.428
urn:cite:hmt:speech.584.v1,urn:cite:hmt:pers.pers557,urn:cts:greekLit:tlg0012.tlg001.msA:22.431-22.436
urn:cite:hmt:speech.585.v1,urn:cite:hmt:pers.pers171,urn:cts:greekLit:tlg0012.tlg001.msA:22.450-22.459
urn:cite:hmt:speech.586.v1,urn:cite:hmt:pers.pers171,urn:cts:greekLit:tlg0012.tlg001.msA:23.477-23.514
urn:cite:hmt:speech.587.v1,urn:cite:hmt:pers.pers1,urn:cts:greekLit:tlg0012.tlg001.msA:23.6-23.11
urn:cite:hmt:speech.588.v1,urn:cite:hmt:pers.pers1,urn:cts:greekLit:tlg0012.tlg001.msA:23.19-23.23
urn:cite:hmt:speech.589.v1,urn:cite:hmt:pers.pers1,urn:cts:greekLit:tlg0012.tlg001.msA:23.43-23.53
urn:cite:hmt:speech.590.v1,urn:cite:hmt:pers.pers158,urn:cts:greekLit:tlg0012.tlg001.msA:23.69-23.92
urn:cite:hmt:speech.591.v1,urn:cite:hmt:pers.pers1,urn:cts:greekLit:tlg0012.tlg001.msA:23.94-23.98
urn:cite:hmt:speech.592.v1,urn:cite:hmt:pers.pers1,urn:cts:greekLit:tlg0012.tlg001.msA:23.103-23.107
urn:cite:hmt:speech.593.v1,urn:cite:hmt:pers.pers1,urn:cts:greekLit:tlg0012.tlg001.msA:23.144-23.151
urn:cite:hmt:speech.594.v1,urn:cite:hmt:pers.pers1,urn:cts:greekLit:tlg0012.tlg001.msA:23.156-23.160
urn:cite:hmt:speech.595.v1,urn:cite:hmt:pers.pers1,urn:cts:greekLit:tlg0012.tlg001.msA:23.179-23.183
urn:cite:hmt:speech.596.v1,urn:cite:hmt:pers.pers282,urn:cts:greekLit:tlg0012.tlg001.msA:23.205-23.211
urn:cite:hmt:speech.597.v1,urn:cite:hmt:pers.pers1,urn:cts:greekLit:tlg0012.tlg001.msA:23.236-23.248
urn:cite:hmt:speech.598.v1,urn:cite:hmt:pers.pers1,urn:cts:greekLit:tlg0012.tlg001.msA:23.272-23.286
urn:cite:hmt:speech.599.v1,urn:cite:hmt:pers.pers117,urn:cts:greekLit:tlg0012.tlg001.msA:23.306-23.348
urn:cite:hmt:speech.600.v1,urn:cite:hmt:pers.pers524,urn:cts:greekLit:tlg0012.tlg001.msA:23.403-23.416
urn:cite:hmt:speech.601.v1,urn:cite:hmt:pers.pers119,urn:cts:greekLit:tlg0012.tlg001.msA:23.426-23.428
urn:cite:hmt:speech.602.v1,urn:cite:hmt:pers.pers119,urn:cts:greekLit:tlg0012.tlg001.msA:23.439-23.441
urn:cite:hmt:speech.603.v1,urn:cite:hmt:pers.pers524,urn:cts:greekLit:tlg0012.tlg001.msA:23.443-23.445
urn:cite:hmt:speech.604.v1,urn:cite:hmt:pers.pers287,urn:cts:greekLit:tlg0012.tlg001.msA:23.457-23.472
urn:cite:hmt:speech.605.v1,urn:cite:hmt:pers.pers281,urn:cts:greekLit:tlg0012.tlg001.msA:23.474-23.481
urn:cite:hmt:speech.606.v1,urn:cite:hmt:pers.pers287,urn:cts:greekLit:tlg0012.tlg001.msA:23.483-23.487
urn:cite:hmt:speech.607.v1,urn:cite:hmt:pers.pers1,urn:cts:greekLit:tlg0012.tlg001.msA:23.492-23.498
urn:cite:hmt:speech.608.v1,urn:cite:hmt:pers.pers1,urn:cts:greekLit:tlg0012.tlg001.msA:23.536-23.538
urn:cite:hmt:speech.609.v1,urn:cite:hmt:pers.pers524,urn:cts:greekLit:tlg0012.tlg001.msA:23.543-23.554
urn:cite:hmt:speech.610.v1,urn:cite:hmt:pers.pers1,urn:cts:greekLit:tlg0012.tlg001.msA:23.558-23.562
urn:cite:hmt:speech.611.v1,urn:cite:hmt:pers.pers119,urn:cts:greekLit:tlg0012.tlg001.msA:23.570-23.585
urn:cite:hmt:speech.612.v1,urn:cite:hmt:pers.pers524,urn:cts:greekLit:tlg0012.tlg001.msA:23.587-23.595
urn:cite:hmt:speech.613.v1,urn:cite:hmt:pers.pers119,urn:cts:greekLit:tlg0012.tlg001.msA:23.602-23.611
urn:cite:hmt:speech.614.v1,urn:cite:hmt:pers.pers1,urn:cts:greekLit:tlg0012.tlg001.msA:23.618-23.623
urn:cite:hmt:speech.615.v1,urn:cite:hmt:pers.pers117,urn:cts:greekLit:tlg0012.tlg001.msA:23.626-23.650
urn:cite:hmt:speech.616.v1,urn:cite:hmt:pers.pers1,urn:cts:greekLit:tlg0012.tlg001.msA:23.658-23.663
urn:cite:hmt:speech.617.v1,urn:cite:hmt:pers.pers557,urn:cts:greekLit:tlg0012.tlg001.msA:23.667-23.675
urn:cite:hmt:speech.618.v1,urn:cite:hmt:pers.pers1,urn:cts:greekLit:tlg0012.tlg001.msA:23.707-23.675
urn:cite:hmt:speech.619.v1,urn:cite:hmt:pers.pers127,urn:cts:greekLit:tlg0012.tlg001.msA:23.723-23.724
urn:cite:hmt:speech.620.v1,urn:cite:hmt:pers.pers1,urn:cts:greekLit:tlg0012.tlg001.msA:23.735-23.737
